crop_filename,source_image,x1,y1,x2,y2,confidence,bg_level,category,Notes
crop_0001_trinity-2_20250520T160528_Seacliff_DSC01501_conf0.66.jpg,trinity-2_20250520T160528_Seacliff_DSC01501.JPG,491,2914,778,3200,0.665,10bg,W,
crop_0002_trinity-2_20240820T233850_NewBrighton_DSC01641_conf0.74.jpg,trinity-2_20240820T233850_NewBrighton_DSC01641.JPG,1231,1069,1268,1165,0.740,10bg,Oc,Batray
crop_0003_trinity-2_20240820T160209_Seymour_DSC01693_conf0.76.jpg,trinity-2_20240820T160209_Seymour_DSC01693.JPG,3905,2557,4015,2702,0.757,10bg,B,
crop_0004_trinity-2_20240820T233850_NewBrighton_DSC01607_conf0.81.jpg,trinity-2_20240820T233850_NewBrighton_DSC01607.JPG,583,1142,773,1227,0.808,10bg,B,
crop_0005_trinity-2_20240702T162557_Seacliff_DSC01327_conf0.82.jpg,trinity-2_20240702T162557_Seacliff_DSC01327.JPG,6922,1661,7082,1738,0.817,10bg,Kf,
crop_0006_trinity-2_20240809T233952_NewBrighton_DSC01612_conf0.73.jpg,trinity-2_20240809T233952_NewBrighton_DSC01612.JPG,7083,4152,7208,4201,0.732,10bg,B,
crop_0007_trinity-2_20230901T183423_DSC04553_conf0.51.jpg,trinity-2_20230901T183423_DSC04553.JPG,6783,954,6798,1022,0.509,10bg,Kf,
crop_0008_trinity-2_20240820T233850_NewBrighton_DSC01608_conf0.62.jpg,trinity-2_20240820T233850_NewBrighton_DSC01608.JPG,5743,3146,5760,3242,0.623,10bg,Oc,Bright White
crop_0009_trinity-2_20250521T004432_Seacliff_DSC02210_conf0.57.jpg,trinity-2_20250521T004432_Seacliff_DSC02210.JPG,1,3084,93,3236,0.574,10bg,F,
crop_0010_trinity-2_20240809T233952_NewBrighton_DSC01358_conf0.54.jpg,trinity-2_20240809T233952_NewBrighton_DSC01358.JPG,6260,4404,6342,4508,0.544,10bg,B,
crop_0011_trinity-2_20240703T153256_Seymour_DSC01266_conf0.68.jpg,trinity-2_20240703T153256_Seymour_DSC01266.JPG,7159,3797,7196,3838,0.684,10bg,Od,Submerged kelp
crop_0012_trinity-2_20240820T233850_NewBrighton_DSC01605_conf0.83.jpg,trinity-2_20240820T233850_NewBrighton_DSC01605.JPG,3650,1384,3749,1451,0.832,10bg,Od,
crop_0013_trinity-2_20240618T152524_NewBrighton_DSC00858_conf0.74.jpg,trinity-2_20240618T152524_NewBrighton_DSC00858.JPG,6143,2009,6186,2057,0.743,10bg,Kf,
crop_0014_trinity-2_20240702T162557_Seacliff_DSC01327_conf0.66.jpg,trinity-2_20240702T162557_Seacliff_DSC01327.JPG,538,3237,576,3372,0.657,10bg,Kf,
crop_0015_trinity-2_20231109T191204_DSC05552_conf0.55.jpg,trinity-2_20231109T191204_DSC05552.JPG,1875,4874,2163,5161,0.546,10bg,G,
crop_0016_trinity-2_20231109T191204_DSC05552_conf0.51.jpg,trinity-2_20231109T191204_DSC05552.JPG,3951,1530,4238,1817,0.512,10bg,G,
crop_0017_trinity-2_20250520T160528_Seacliff_DSC01501_conf0.67.jpg,trinity-2_20250520T160528_Seacliff_DSC01501.JPG,4804,1730,4875,1784,0.669,10bg,B,
crop_0018_trinity-2_20230901T183423_DSC04364_conf0.65.jpg,trinity-2_20230901T183423_DSC04364.JPG,7299,1396,7366,1475,0.655,10bg,B,
crop_0019_trinity-2_20240820T233850_NewBrighton_DSC01706_conf0.68.jpg,trinity-2_20240820T233850_NewBrighton_DSC01706.JPG,3983,2256,4036,2290,0.680,10bg,B,
crop_0020_trinity-2_20241021T184730_MossLanding_DSC01708_conf0.85.jpg,trinity-2_20241021T184730_MossLanding_DSC01708.JPG,6228,2597,6258,2667,0.852,10bg,Kf,
crop_0021_trinity-2_20240618T152524_NewBrighton_DSC00947_conf0.86.jpg,trinity-2_20240618T152524_NewBrighton_DSC00947.JPG,1666,1986,1717,2046,0.863,10bg,Kf,
